company,company_rating,location,job_title,job_description,salary_estimate,company_size,company_type,company_sector,company_industry,company_founded,company_revenue
"Cureatr
4.1",4.1,Remote,Data Engineer,"About Us
We are a thriving, medication management solutions company, headquartered in Manhattan, but largely virtually distributed, committed to tackling the $528B suboptimal medication management problem. Patient medication information is often incomplete for healthcare providers and systems – it’s our mission to fill in the gaps. We provide real-time, universal access to accurate medication data for over 265 million patients and high-quality interventions by board certified telepharmacists. Through our solutions, healthcare providers can reduce preventable hospitalizations, avoid readmissions, and ultimately, improve patient outcomes. We’re already used by dozens of hospital systems, with tens of thousands of clinicians and supporting staff using us to care for millions of patients.
Here at Cureatr, we are driven by a core set of values and strive to incorporate them into everything we do. We care deeply about our users, patients, and employees, and we aim to live and operate compassionately. We take pride in creating a diverse, inclusive, and equitable company culture, where our open and honest approach to work fosters innovation and encourages employees to achieve professional and personal growth.

The Role
We’re looking for a Data Engineer to join our growing Engineering team. Use the power of healthcare data to find insights that will demonstrate the value Cureatr is delivering to our customers, help improve patient outcomes, and expand the scope of Cureatr’s mission. As a Data Engineer at Cureatr, you will be responsible for designing, implementing and maintaining our data infrastructure, pipelines, automation, and ETL processes. You will work closely with our Data Science and Analytics teams to ensure that our data is clean, accurate, and readily available for analysis. You will also be responsible for ensuring that our data meets industry standards for security, privacy, and compliance.
This is a remote, work from home position, but candidates must be located within the U.S. Ideal candidates must be able to travel to our New York City office, or TBD company-wide offsite locations, up to 4x per year.

You’ll be part of a team working to solve problems like:
Increasing the number of patients who receive the opportunity to do a medication reconciliation, which can help keep them out of the hospital.
Streamlining and automating processes so that our pharmacists can serve as many patients as possible.
Predicting patient events likely to occur so that our clinical team can adequately prevent them before it’s too late.
Helping our pharmacists make the most of data and insights that will help them be as effective as possible in serving patients.
Evaluating the effectiveness of our clinical services impact at the population level.

What You’ll Do:
Design, implement, and maintain our data infrastructure, pipelines, automation, and ETL processes to support our data needs.
Build and maintain scalable data models and databases.
Collaborate with Data Science and Analytics teams to understand their data needs and provide data solutions accordingly.
Ensure data quality and integrity by implementing data validation and cleansing processes.
Ensure data security and compliance with healthcare regulations.
Monitor and optimize data performance and scalability.
Design and implement data governance policies and procedures.
Evaluate and implement new data technologies and tools to improve our data capabilities.

Your Skills:
3+ years of experience as a Data Engineer or similar role.
Strong programming skills in languages such as Python and SQL.
Experience using git to track changes.
Experience with data modeling and database design.
Experience with the “modern data stack” preferred
Experience with ETL and data pipeline development.
Knowledge of healthcare data and related standards (e.g., HL7, FHIR) is a plus.
Familiarity with AWS.
Strong problem-solving and analytical skills.
Excellent communication and collaboration skills.

Technology Stack:
Python
RedShift
dbt
Dagster
MongoDB
Looker
AWS

Educational Requirement: Bachelor’s Degree or relevant work experience

Salary: $110,000 - $140,000 plus full benefits

Why work with us?
Make a measurable impact on patients’ lives
Be part of a company dedicated to living its core values:
Empathy
Honesty
Integrity
Impact
Fun
Equity in Healthcare
Work in the company without micromanagement
Share your vision and make an impact on the product
Opportunities for career growth
Remote work
Competitive salary
Premium benefits (Health, Dental, Vision, 401k, unlimited PTO, more)

Equal Employment Opportunity Policy
Cureatr is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, pregnancy, race, religion or religious creed, color, gender, gender identity, gender expression, national origin, ancestry, physical or mental disability, medical condition, genetic information, marital status, registered domestic partner status, age, sexual orientation, military or veteran status, protected veteran status, or any other basis protected by federal, state, local law, ordinance, or regulation and will not be discriminated against on these bases
Disclaimer: we are aware of a scam targeting applicants using a cureatrcareers.com email address. Please block and report this sender, as they are not affiliated with Cureatr. If you have any questions, please contact us at jobs@cureatr.com. Thank you!
uBajh3OfeT","$125,000 /yr (est.)",1 to 50 Employees,Company - Private,Information Technology,Information Technology Support Services,2012,Less than $1 million (USD)
Redzara.us,#N/A,"Atlanta, GA",Azure Data Engineer,"Responsible for developing new and modernizing existing applications to Azure Cloud Platform.
The ideal candidate must demonstrate in-depth knowledge and understanding of Database concepts.
Requirements:
7+ years of experience in Data Warehousing and Business Intelligence
5+ Years in BI development leveraging the Microsoft SQL Server. Needs to be an expert in T-SQL
5+ Years in SSIS and use of Stored Procedures.
1-2 Years in Azure Data Factory, SQL VMs, build and maintain ETL
Ingest and aggregate data from both internal and external data sources to build our data lake
Strong understanding data modeling (i.e., conceptual, logical, and physical model design, experience with Operation Data Stores, Enterprise Data warehouses and Data Marts).
Job Type: Contract
Pay: $43.49 - $57.00 per hour
Compensation package:
1099 contract
Experience level:
5 years
Schedule:
8 hour shift
Ability to commute/relocate:
Atlanta, GA 30334: Reliably commute or planning to relocate before starting work (Required)
Experience:
Azure Data Factory: 3 years (Required)
Azure: 3 years (Required)
Data warehouse: 1 year (Preferred)
Work Location: Hybrid remote in Atlanta, GA 30334",$50.25 /hr (est.),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Infosoft,#N/A,"Peachtree Corners, GA",Data Pipeline Engineer - 2173,"Here are the job position details for your review:
Job Title: Data Pipeline Engineer (GStreamer/ DeepStream)
Pay Rate: $90 to 120/Hr.
Duration: 3 Months
Location: Peachtree Corners, GA
This position is for the Building Automation division.
We are looking for Data Pipeline Engineer (GStreamer) to participate in the development of Streaming data pipelines using NVIDIA Deepstream, GStreamer, Python programming, messaging queues, and related tools.
Preference is for candidates located in Atlanta, GA metro area. However, ok with non-local candidates who are open to 75% travel to Atlanta, GA.
Understanding the basics of our architecture/setup to be able to do setup/support for demos, testing, etc.
Basic computer hardware assembly and set-up
Possible set-up/installation of the application(s)
Possible development tasks depending on what the rest of the development team has for them
Develops business software applications, system software, and/or IT solutions on the basis of functional specifications.
Scope of position embraces both the customization or reuse/modification of system software and/or solutions as well as their development from scratch.
Consults with customers in creating functional specifications and work estimates, and supports Make-or-Buy decisions.
Analyses performance gaps of existing software environments and proposes measures to address efficiency problems.
Is also responsible for the implementation of data-driven components supporting data modeling and engineering in the context of data analytics (Data Stewardship).
Skills:
Python
Linux
Docker and Docker Swarm
Zero MQ / a good understanding of messaging
Desired Skills:
NVIDIA Deepstream SDK
Web Sockets
Flask
Protobuf
Possible:
GStreamer (if different than RTSP / H264 / MJPEG)
Job Type: Contract
Salary: $90.00 - $120.00 per hour
Ability to commute/relocate:
Peachtree Corners, GA: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
""Please share your Email ID""
Work Location: One location",$105.00 /hr (est.),Unknown,Company - Private,#N/A,#N/A,#N/A,Unknown / Non-Applicable
"Integrated Technology Strategies, Inc.
4.0",4.0,"New York, NY",Data Engineer,"Integrated Technology Strategies is a provider of information technology consulting. Digital transformation, improving business performance, developing strategies and enhancing value is at the core of what we are.

Integrated Technology Strategies is looking to hire a Data Engineer to be a part of our Consulting team.

We are looking for someone passionate about data is focused on developing the platform for critical data products, including real time business metrics and analytics capabilities. The role requires supporting and collaborating with groups including Data Analytics/BI/Product, as well as our core backend API team. The individual will not be afraid to think out of the box and will play a key role in technical decision making. We are highly focused on giving ownership and responsibility to autonomous teams, using the right tools for the job, and building flexible architectures.

Responsibility:
Continue to evolve the internal Reporting and Analytics platform on top of Snowflake on AWS infrastructure.
Experience in Architect, design and implementing scalable ETL and data processing systems to handle the big data ecosystem including data collection, processing, ETL and Data warehouse.
Build soft real time capabilities and insight into product metrics to help product managers and BI/Analytics understand and optimize product features and guide product decisions.
Participate and contribute to the capabilities and engineering priorities across the organization.
Contribute to the codebase and participate in code review.
Build analytics tools that utilize the data pipeline to
provide actionable insights into operational efficiency and other key business performance metrics.
Work with stakeholders including the Executive, Product,
Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.
Reporting to the Senior Director, Software Engineering, you’ll be responsible for overseeing engineering product quality and delivery and setting and overseeing technical standards for teams who are working on everything from customer-facing applications.

Skill Requirements:
Solid understanding of real time data processing with Kafka, Spark and Flink and batch data processing frameworks on EMR and Snowflake.
Passion for building world-class data platforms that support a global customer base
Solid engineering background and understanding of programming languages such as Python, Java or equivalent
5+ years of progressive experience in data infrastructure development, with a track record of successful high-quality deliveries
Experience of working in an agile environment and embracing engineering best practices
Ability to apply both technical competence and interpersonal skills to achieve business outcomes
High emotional intelligence, sound temperament, and professional attitude
Strong understanding of SQL, experience with key databases such as Snowflake, MS-SQL and Postgres
Knowledge of the internals of how database systems work to design models for varied use cases.
Experience with CI and CD in an AWS environment with Terraforms
Experience with key Data technologies, such as Sqoop. Kafka will be a plus
Proven experience in building secure data platforms
Bachelor’s degree in Computer Science or equivalent","$110,128 /yr (est.)",51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,2007,$5 to $25 million (USD)
"Take Command Health
4.9",4.9,"Dallas, TX",Data Engineer,"Company: Take Command
Position: Data Engineer
Salary: $120,000-$130,000 plus bonus
Location: Dallas or Austin, TX
About Take Command
Take Command is a start-up on a mission to improve the healthcare system, starting with health insurance. Pragmatically speaking, we help employers reimburse employees for individual insurance instead of offering a traditional one-size-fits-all group plan. We believe this model can empower employees (when they have the right support) to be savvy healthcare consumers and have a transformative impact on the entire healthcare system.
Let’s be honest—health insurance is usually a confusing, frustrating, and even emotional experience for people. We want to fix that with a new model, great technology, and a superior user experience. We have made a great start, but we need your help to fully realize our long-term vision.
As a part of the dev team, you'll build the framework for both our clients and our team to succeed. You will be a pillar in our company as we grow and make our product the best product on the market!
In this role, you will:
Take ownership for delivering multiple features, their quality and assist team members in delivering their features
Recommend improvements to data quality, processes and code to make it easier to use, manage and maintain
Experience designing and developing data models and data migrations
Experience managing and maintaining ETL or ELT processes (Hevo, BigQuery, Looker, etc.)
Hands-on development experience with SQL, relational database design (ERDs)
Must be able to write SQL & contribute code
Be product-minded; focus not only on what needs to be built but why something needs to be built
You may be a great fit for this role if you have:
3 or more years of professional experience as a data analyst or data engineer
Cloud-Based Data Tools e.g. Hevo, BigQuery, Looker, etc.
Database technologies: SQL, RDBMS / Relational databases (Postgres, Amazon RDS / Aurora, etc.)
Nice to have experience: Python, Java, Typescript or another modern OOP language
Cloud infrastructure: AWS
Source control: Git
Working at Take Command
We’re excited to build a team and culture that reflects our values! We offer competitive pay, health benefits, and equity options to share with this position. We want you to be an owner along with us in revolutionizing healthcare.
A generously funded ICHRA for medical, dental, and vision premiums and medical expenses. You get to use our own product and we think that’s so exciting and rare!
Unlimited personal vacation in addition to regular company holidays.
401(k): 90-day eligibility for 2% match that vests immediately!
Access to LinkedIn Learning.
We have two beautiful offices conveniently located near The Hill (Dallas) and Holly Commons (Austin). The kitchen is well-stocked and we've designed the space to have lots of different areas to work!
Paid parental leave for new parents.
Flexible on where you work – we hope to see you around the office on average 3 days a week especially when white-boarding or building relationships with your colleagues, but you also have the ability to work from home or wherever you'd like when you need to get focus work done.
More About Us
We secured our Series A funding in 2021 and are thrilled to be able to expand our team. Despite being a small startup in a land of health insurance giants, we’re the recognized industry leader for what we do (health insurance reimbursements) and passionate about bringing it to market because we know we can help fix a broken system and improve our clients’ wellbeing and health outcomes.
We’ve been featured in The New York Times, The Wall Street Journal, The Dallas Morning News, and other national healthcare publications and are excited about our growth opportunities.
Take Command knows diversity and inclusion among our teammates is integral to our company’s success and growth. Our vision is to recruit, develop, and retain the best team from a diverse candidate pool.
This has mostly been about us, but we’d love to hear from you-we can’t wait to hear your story!
Take Command is an equal opportunity employer! We celebrate diversity and are committed to creating an inclusive environment for all employees.
Xrygn4NXMr","$125,000 /yr (est.)",1 to 50 Employees,Company - Private,Insurance,Insurance Agencies & Brokerages,2014,Unknown / Non-Applicable
Fracsys Inc,#N/A,"Washington, DC",Data Engineer,"Fracsys Inc is hiring a Data Engineer position. The ideal candidate must have at least 12+ years of industry experience. He or she must be responsible for successful technical delivery of Data Warehousing and Business Intelligence projects using a formal project management methodology.
Responsibilities
Directs, motivates and develops key technical personnel
Provides technical direction across the full lifecycle system development process
Provides strategic planning and comprehensive senior level technical consulting to IT senior management and senior technical staff
Working independently within guidelines
Provides detailed inputs for plans and schedules, including goals, risks, and resource allocation
Conduct diagnostic, troubleshooting steps and present conclusions to a varied audience
comfortable slinging some code to solve a problem
Build Data Marts and Data warehouses to facilitate analytical capabilities across the varied sources of data
Design and implement data patterns on cloud using cloud Data warehouse and data virtualization tools
Evaluate new tools and technologies for target state on cloud
Learn and implement new ETL, BI tools and data warehousing technologies
Qualifications
Minimum twelve (12) years in a Technical Lead or Consulting role leading Information Management related initiatives (system integration, data warehouse build, data mart build, or similar)
MUST have proven leadership experience for team of at least 3 technical resources.
Experience creating Data Marts, Data warehouses on-premise and on cloud for real time and batch processing frameworks
Experience building and optimizing big-data data pipelines and data sets including Postgres, AWS Relational Data Service
extensive hands-on experience building and optimizing data structures for data analytics, data science and business intelligence
Experience building self-service data consumption patterns and knowledge of cloud-based data Lake platforms
Experience wrangling data (structured and unstructured), in-depth knowledge of database architecture
Experience utilizing or leading implementations leveraging ETL tools (Informatica / Talend), BI Reporting tools such as MicroStrategy, Microsoft Power BI, data modeling tools such as Erwin, Oracle, SQL server, NoSQL, JDBC, UNIX shell scripting, PERL and JAVA, XML/JSON files, SAS , Python, AWS cloud-native technologies, S3, Athena, Redshift
Familiarity with the following technologies: Hadoop, Kafka, Airflow, Hive, Presto, Athena, S3, Aurora, EMR, Spark
Ability to drive, contribute to, and communicate solutions to technical product challenges
Ability to roll-up your sleeves and work in process or resource gaps and fill it in yourself
Excellent written and oral communication skills in English
Education
Bachelor’s degree in computer science, Data Analytics, Information Systems, or a related degree or equivalent experience. Master’s degree is preferred.
Job Type: Full-time
Pay: From $96,336.72 per year
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Vision insurance
Experience level:
11+ years
Schedule:
Monday to Friday
Ability to commute/relocate:
Washington, DC: Reliably commute or planning to relocate before starting work (Required)
Work Location: In person","$96,337 /yr (est.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Intersec
4.5",4.5,Remote,Senior Data Engineer,"Architect and implement highly scalable data pipeline to streamline migration of data from source data repositories to the centralized data platform
Implement agreed upon data models (e.g., data marts) to enable faster and efficient consumption of data by downstream consumers
Conduct performance tuning to optimize data migration techniques and ensure adherence to identified service-level agreements (SLAs)
Define and implement automated validation checks to ensure data integrity between source and target
Assist in onboarding consumers with existing technology to connect to the platform
Setup predictive alert mechanism for pipeline degradation for IMF pipelines.
Enhance data quality framework for data pipelines and derived datasets
Enhance Data Audit Balance and Control mechanism for data pipelines
Enhance pipelines to be certified copies of authoritative source
Populate metadata for the Enterprise with particular focus on the Data Sources being onboarded to EDP (Technical and Business Glossaries) related to IMF Modernization Programs
Validate correct lineage for datasets
Required:
*8+ years of Databricks, Data Modeling, and/or Metadata management experience
* Familiarity with architecting and developing real and near-real-time solutions
* Bachelor's Degree in Engineering, Mathematics, computer Science, Statistics or other quantitative discipline, or 4 years equivalent professional experience
* US Citizenship and ability to gain a public trust
Preferred:
* Familiarity with IRS systems and ETL pipelines
* Ability to work independently and manage multiple tasks
* IRS MBI Clearance with IRS Laptop and Informatica Installed
Job Type: Full-time
Salary: $70.00 - $75.00 per hour
Schedule:
Monday to Friday
Application Question(s):
Are you a US/GC card holder?
How many years of Databricks, Data Modeling, and/or Metadata management experience do you have?
Work Location: Remote",$72.50 /hr (est.),51 to 200 Employees,Company - Private,Information Technology,Computer Hardware Development,2004,Unknown / Non-Applicable
"Barracuda Networks Inc.
3.6",3.6,"Alpharetta, GA",Data Engineer,"Job ID: 23-579

Come Join Our Passionate Team! At Barracuda, we make the world a safer place. We believe every business deserves access to cloud-enabled, enterprise-grade security solutions that are easy to buy, deploy, and use. We protect email, networks, data and applications with innovative solutions that grow and adapt with our customers’ journey. More than 200,000 organizations worldwide trust Barracuda to protect them — in ways they may not even know they are at risk — so they can focus on taking their business to the next level.
We know a diverse workforce adds to our collective value and strength as an organization. Barracuda Networks is proud to be an Equal Opportunity Employer, committed to equal employment opportunity and equitable compensation regardless of race, gender, religion, sex, sexual orientation, national origin, or disability.
Envision yourself at Barracuda
We currently have an exciting new position open for a Data Engineer. This person will assist in driving technology innovation for engineering projects and work on architecture of AWS, Elastic and Kubernetes. They will also work closely with the Technology Architect to create and drive the Architecture Review Board.
What you’ll be working on
Determine internal / external customer data needs and identify system specifications
Analyze the needs of large systems and breaking them down into smaller manageable parts
Responsible for designing the journey of data from various sources to the database and everything in between
Plan and design the structure of data, brainstorm with team
Analyze best technology products and systems for internal teams
Help provide build vs buy decisions on data architecture
Communicate data requirements to engineers; explain data architecture to them and provide assistance throughout SDLC
Choose / maintain suitable software, hardware and integration methods
Help resolve technical problems as and when they arise
Review testing procedures to ensure data performant and error free
Ensure that database satisfy quality standards and procedures. Setup such standards.
Work with senior IT personnel to devise plans for future IT requirements of the organization
Produce progress reports on key infrastructures - Elastic and Data Pipelines
What you bring to the role
Bachelor Degree or Post Graduate in Computer Science, or relevant work experience
5+ years of experience in an Engineering / Operations heavy organization
1+ years of experience as a Data Analysis and Data Design responsible for data architecture of a SaaS application
Experience in understanding and designing data sharding in a distributed database
Some Hands-on experience in software development and system administration
Knowledge of strategic IT solutions
Familiarity with programming languages like JavaScript or Java or Python
Familiarity with Linux OS and Windows alike
Experience in cloud computing and cloud Technologies (AWS, GCP, Azure)
Excellent communication skills – you should be adept at listening to, understanding, and explaining key concepts to managerial and technical resources.
Good Anticipation and problem-solving skills
Ability to prioritize and manage time – responsible for multiple streams of work at the same time
Relationship building - Ability to form a good rapport with internal and external stakeholders
In-depth knowledge about quality standards and security best practices

Preferred Skills:
Expert level Understanding of Elastic eco system - Elasticsearch, Logstash, Kibana, Filebeats
Understanding of secure tunnel communication using VPN
Experience designing data at scale
AWS experience is preferred in Cloud Technologies
What you’ll get from us
A team where you can voice your opinion, make an impact, and where you and your experience are valued. Internal mobility – there are opportunities for cross training and the ability to attain your next career step within Barracuda.
Equity, in the form of non-qualified options
High-quality health benefits
Retirement Plan with employer match
Career-growth opportunities
Flexible Time Off and Paid Time Off benefits
Volunteer opportunities
#LI-Remote","$98,161 /yr (est.)",1001 to 5000 Employees,Company - Private,Information Technology,Computer Hardware Development,2004,$100 to $500 million (USD)
"Hiscox
4.1",4.1,"Atlanta, GA",Senior Data Engineer,"job description:
You will be a senior member of our US IT Team data engineering practice. You will be an early member of this team and will work closely with the Director of Data Engineering to help establish it. We will have our work cut out for us delivering planned work, building the practice and evolving our technical landscape. This is an exciting opportunity for the right individual to join at the very beginning and grow with the new team.
As a senior you will be expected to lead, mentor others and deputise for the director of data engineering when required. Yoi will also continue to contribute as a hands-on engineer. You will have the knowledge, best earned through 5+ years of experience, to truly inhabit this senior role in an ambitious team.
What you’ll be doing:
Working with business stakeholders and our delivery team to understand high value business problems that can be solved through the application of data processing and analytical systems.
Developing, expanding and evolving our existing databases and ETL pipelines.
Working with architects to design, build and support a transformational cloud-based data platform for the business.
Being a core and professional member of the new data engineering practice
Understand business requirements and help refine into development tasks and estimate their complexity.
Research, evaluate and adopt new technologies with a right tool for the job mentality.
Focus on both speed of delivery and quality, with suitable pragmatism – ensuring your solutions are always appropriate and not too complex or over-engineered.
Quick progression of projects from proof-of-concept to post-production stage.
Communication and presentation of ideas to colleagues in all parts of the wider tech team.
Participating in code reviews for the data engineering practice.
Act as a servant leader in our practice – ensuring team members have
person specification:
Knowledge of, or ability to rapidly adopt our core languages for data engineering – SQL and/or Python.
Experience working using a modern DevOps approach. You should not just have written data code but also the CI/CD pipelines necessary to test and deploy that code in a professional environment.
A robust understanding of core data engineering topics – ETL vs ELT, structured and unstructured data, data quality and data governance.
Ability to contribute to all aspects of a solution – design, infrastructure, development, testing and maintenance.
The ability to design and advocate for technical solutions to business problems.
Effective collaboration with technical and non-technical team members through agile ceremonies – roadmap planning, feature workshops, backlog elaboration, code review.
Understanding of cloud technology and significant hands-on experience working with it. You must understand how cloud-native solutions must be built differently from traditional ones.
Track record of taking initiative and delivering projects end-to-end; clear evidence of being self-driven and motivated
Immense curiosity, high energy and desire to go the extra mile to make a difference.

Desirable Skills
Beyond the required skills we are open to individuals of diverse talents. Experience with additional technologies, data science knowledge or a business background are all valued. We want to know how your unique abilities can contribute to our team.
Our Technology
We operate in a diverse technical landscape and are looking for flexible engineers who can adapt to and use many different tools. We would not expect any engineer to be familiar with the entire tech stack – no engineer can. Instead, we seek people with a good understanding of data structures and algorithms and the ability to apply this knowledge in learning new tools.
We have an existing data landscape involving both MS SQL Server and Oracle databases. We use SSIS for ETL. We will also need to source data from our integration layer – webMethods.
If some of that sounds like it needs bringing up to date, we know! We hope to start building a modern cloud data platform to realise the full value of our data. The technologies we use for that platform are still to be decided. Likely it will be based on Snowflake with Azure Data Factory for ELT. Other parts of our business have had success using Prefect for orchestration and dbt for transformation and we will reuse where it is sensible.
We prepare data for use by analysts working with a variety of tools – Tableau, PowerBI, and even Excel.
We take a DevOps approach and strive for continuous integration / continuous deployment. We use Azure Pipelines to deploy our code. We deploy infrastructure the same way using Terraform and Docker.
Our technology landscape is not fixed. Our engineering and architecture teams drive the technology we adopt.


Salary range $140,000 - $170,000","$155,000 /yr (est.)",1001 to 5000 Employees,Company - Public,Insurance,Insurance Carriers,1901,$1 to $5 billion (USD)
"Tipico - North America
4.0",4.0,"Denver, CO",Data Engineer,"Company Description

Tipico is an energetic, passionate, bold tech company, and we love sports! Tipico has recently expanded to the US market, establishing offices in Hoboken, New Jersey and Denver, Colorado. We are driven by our core values: passion, progress and trust. Our goal is to build the best possible mobile sports betting product in the industry, in order to amplify the emotions of millions of sports fans every day. Let’s Make This Interesting ™
Please note: this role is located in our Denver, CO office; we work off a hybrid model and come into the office 2 days per week.

Job Description

The Data Engineer will report directly to the Data Engineering Manager and work together with rest of the data engineers, BI analysts, and product teams. The position holder ensures this is done by doing the following:
Create and maintain both batch (ETL/ELT) and real-time data pipelines and architecture
Ensure all data provided by Data Platform is of the highest quality and is delivered in a timely manner and in line with agreed SLAs
Assemble large and complex data sets that meet functional and non-functional business requirements
Identify, design, and implement internal process improvements, including automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Build the infrastructure required for optimal extraction, transformation and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies
Collaborate with stakeholders including data architects, Executive, Product, Data and IT team members from the beginning to the delivery of a project
Build a scalable, modern, and trusted data ecosystem, making sure it is responsive, available and in line with business requirements
Take part in sprints, workloads, and deliverables through agile methodologies
Manage quality assurance, verification of accuracy and consistency of data, specifically KPI measures sent to the business
Thrive working in a fast-paced and challenging environment
Open to continuous learning individually and with the team
Comfortable with being challenged / seeking challenge
Willing to work flexible hours if needed

Qualifications
3+ years in Data Platforms / Datawarehouse / BI experience
Must have experience in successfully implementing data-centric applications, such as data warehouses, operational data stores, and data integration projects
Strong analytical and problem-solving skills that balance with creative approaches
Ability to learn new and complex concepts quickly
Strong experience with large-scale production databases and SQL
Solid understanding of cloud data services: AWS services such as S3, Athena, EC2, RedShift, EMR, EKS, RDS and Lambda
Proficient with one or more big data & new data technologies such as DBT, NIFI, Airflow, Kafka
Experience with data modelling
Experience with ETL development (extractions, data load, aggregation, transformation)
Knowledge in working with time-series/analytics databases such as Elasticsearch
Understanding of containerization and orchestration technologies like Docker/Kubernetes
Must be able to take ownership of projects with a high level of attention to detail and priority
Team player with a hands-on approach and attitude
Must be comfortable with on call rotation
Nice to have:
Familiarity with Marketing tooling and/or CRM systems is preferred
Familiarity with using business intelligence tools such as Domo, Tableau or Looker
Knowledge about and / or experience with sports betting
Background in digital companies, online, gambling, gaming, e-commerce, marketing, or mobile apps
Familiarity with one scripting language, preferably Python

Additional Information

What's in it for you:
Work in an environment where you, your work and ideas matter and have an impact.
You will be a be part of the newest and up and coming USA online iGaming and sports betting companies in the market.
Work in a new and young business with high growth potential.
Build your own success story together with us.
Work with self-organized, self-responsible and entrepreneurial employees.
Start-up feeling, backed-up by a leading European sports betting house. We are a high-volume business and are taking off in the US!
Competitive salary, Medical, Vision, Dental Benefits, Unlimited PTO, and more
Salary for this position is $120k+ & annual performance bonus","$120,000 /yr (est.)",201 to 500 Employees,Company - Private,"Arts, Entertainment & Recreation",Gambling,2004,Unknown / Non-Applicable
